"","species_name","terminal_rate","order","family","genus"
"1480","Cirrhilabrus_temminckii",0.025841476,"Labriformes","Labridae","Cirrhilabrus"
"1481","Cirrhilabrus_tonozukai",0.025731629,NA,NA,NA
"1482","Cirrhinus_microlepis",0.002610853,"Cypriniformes","Cyprinidae","Cirrhinus"
"1483","Cirrhitichthys_aprinus",0.148424094,"Perciformes","Cirrhitidae","Cirrhitichthys"
"1484","Cirrhitichthys_falco",0.052002481,"Perciformes","Cirrhitidae","Cirrhitichthys"
"1485","Cirrhitichthys_guichenoti",0.033727524,"Perciformes","Cirrhitidae","Cirrhitichthys"
"1486","Cirrhitichthys_oxycephalus",0.074956422,"Perciformes","Cirrhitidae","Cirrhitichthys"
"1487","Cirrhitops_fasciatus",0.023539394,"Perciformes","Cirrhitidae","Cirrhitops"
"1488","Cirrhitus_pinnulatus",0.02666581,"Perciformes","Cirrhitidae","Cirrhitus"
"1489","Cirripectes_castaneus",0.055054725,"Blenniiformes","Blenniidae","Cirripectes"
"1490","Cirripectes_chelomatus",0.036353533,"Blenniiformes","Blenniidae","Cirripectes"
"1491","Cirripectes_filamentosus",0.048928375,"Blenniiformes","Blenniidae","Cirripectes"
"1492","Cirripectes_fuscoguttatus",0.048681363,"Blenniiformes","Blenniidae","Cirripectes"
"1493","Cirripectes_quagga",0.032352526,"Blenniiformes","Blenniidae","Cirripectes"
"1494","Cirripectes_stigmaticus",0.044056214,"Blenniiformes","Blenniidae","Cirripectes"
"1495","Cirripectes_variolosus",0.096039968,"Blenniiformes","Blenniidae","Cirripectes"
"1496","Citharichthys_arctifrons",0.085322701,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1497","Citharichthys_arenaceus",0.173824807,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1498","Citharichthys_cornutus",0.321444214,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1499","Citharichthys_darwini",0.554384318,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1500","Citharichthys_gilberti",0.190666581,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1501","Citharichthys_macrops",0.076257656,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1502","Citharichthys_minutus",0.785548388,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1503","Citharichthys_platophrys",0.038561966,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1504","Citharichthys_sordidus",0.03601943,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1505","Citharichthys_sp._b",0.856392542,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1506","Citharichthys_spilopterus",0.152250938,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1507","Citharichthys_stigmaeus",0.793631599,"Pleuronectiformes","Paralichthyidae","Citharichthys"
"1508","Citharinus_citharus",0.001110652,"Characiformes","Citharinidae","Citharinus"
"1509","Citharinus_gibbosus",0.001298051,"Characiformes","Citharinidae","Citharinus"
"1510","Citharoides_macrolepis",0.022585415,"Pleuronectiformes","Citharidae","Citharoides"
"1511","Citharus_linguatula",0.026733453,"Pleuronectiformes","Citharidae","Citharus"
"1512","Clariallabes_teugelsi",0.005732075,"Siluriformes","Clariidae","Clariallabes"
"1513","Clarias_batrachus",0.007507832,"Siluriformes","Clariidae","Clarias"
"1514","Clarias_buthupogon",0.011508008,"Siluriformes","Clariidae","Clarias"
"1515","Clarias_camerunensis",0.004687098,"Siluriformes","Clariidae","Clarias"
"1516","Clarias_dussumieri",0.00277405,NA,NA,NA
"1517","Clarias_fuscus",0.002502474,"Siluriformes","Clariidae","Clarias"
"1518","Clarias_gabonensis",0.005542965,"Siluriformes","Clariidae","Clarias"
"1519","Clarias_gariepinus",0.002613253,"Siluriformes","Clariidae","Clarias"
"1520","Clarias_liocephalus",0.010344135,"Siluriformes","Clariidae","Clarias"
"1521","Clarias_macrocephalus",0.010316559,"Siluriformes","Clariidae","Clarias"
"1522","Clarias_teijsmanni",0.002134638,NA,NA,NA
"1523","Clarotes_laticeps",0.013259638,"Siluriformes","Claroteidae","Clarotes"
"1524","Cleisthenes_herzensteini",0.024155512,"Pleuronectiformes","Pleuronectidae","Cleisthenes"
"1525","Clepticus_parrae",0.025767868,"Labriformes","Labridae","Clepticus"
"1526","Clidoderma_asperrimum",0.038600544,"Pleuronectiformes","Pleuronectidae","Clidoderma"
"1527","Clinitrachus_argentatus",0.044331548,NA,NA,NA
"1528","Clinocottus_acuticeps",0.159188652,NA,NA,NA
"1529","Clinocottus_analis",0.117788642,"Scorpaeniformes","Cottidae","Clinocottus"
"1530","Clinocottus_embryum",0.05678568,NA,NA,NA
"1531","Clinocottus_globiceps",0.09104981,"Scorpaeniformes","Cottidae","Clinocottus"
"1532","Clinocottus_recalvus",0.141445842,"Scorpaeniformes","Cottidae","Clinocottus"
"1533","Clinostomus_elongatus",0.006069385,"Cypriniformes","Cyprinidae","Clinostomus"
"1534","Clinostomus_funduloides",0.008455707,"Cypriniformes","Cyprinidae","Clinostomus"
"1535","Clinus_acuminatus",0.067137296,"Blenniiformes","Clinidae","Clinus"
"1536","Clinus_agilis",0.015851903,"Blenniiformes","Clinidae","Clinus"
"1537","Clinus_cottoides",0.035258105,"Blenniiformes","Clinidae","Clinus"
"1538","Clinus_superciliosus",0.038814389,"Blenniiformes","Clinidae","Clinus"
"1539","Clupea_harengus",0.006350177,"Clupeiformes","Clupeidae","Clupea"
"1540","Clupea_pallasii",0.004424037,"Clupeiformes","Clupeidae","Clupea"
"1541","Clupeichthys_perakensis",0.021736611,"Clupeiformes","Clupeidae","Clupeichthys"
"1542","Clupeocharax_schoutedeni",0.029363278,"Characiformes","Alestidae","Clupeocharax"
"1543","Clupeonella_cultriventris",0.024013085,"Clupeiformes","Clupeidae","Clupeonella"
"1544","Clupisoma_garua",0.004091635,"Siluriformes","Schilbeidae","Clupisoma"
"1545","Clupisoma_prateri",0.003548177,"Siluriformes","Schilbeidae","Clupisoma"
"1546","Clypeobarbus_bomokandi",0.58433669,"Cypriniformes","Cyprinidae","Clypeobarbus"
"1547","Clypeobarbus_pleuropholis",0.390526914,"Cypriniformes","Cyprinidae","Clypeobarbus"
"1548","Cnesterodon_decemmaculatus",0.005410249,"Cyprinodontiformes","Poeciliidae","Cnesterodon"
"1549","Cnidoglanis_macrocephalus",0.029547703,"Siluriformes","Plotosidae","Cnidoglanis"
"1550","Cobitis_bilineata",0.009891752,"Cypriniformes","Cobitidae","Cobitis"
"1551","Cobitis_bilseli",0.003927821,"Cypriniformes","Cobitidae","Cobitis"
"1552","Cobitis_choii",0.006421311,"Cypriniformes","Cobitidae","Cobitis"
"1553","Cobitis_evreni",0.00198649,"Cypriniformes","Cobitidae","Cobitis"
"1554","Cobitis_fahireae",0.005121995,"Cypriniformes","Cobitidae","Cobitis"
"1555","Cobitis_faridpaki",0.012748809,NA,NA,NA
"1556","Cobitis_levantina",0.008186381,"Cypriniformes","Cobitidae","Cobitis"
"1557","Cobitis_lutheri",0.005585151,"Cypriniformes","Cobitidae","Cobitis"
"1558","Cobitis_maroccana",0.011530785,"Cypriniformes","Cobitidae","Cobitis"
"1559","Cobitis_narentana",0.012229915,"Cypriniformes","Cobitidae","Cobitis"
"1560","Cobitis_ohridana",0.006913669,"Cypriniformes","Cobitidae","Cobitis"
"1561","Cobitis_paludica",0.005102573,"Cypriniformes","Cobitidae","Cobitis"
"1562","Cobitis_phrygica",0.010917006,"Cypriniformes","Cobitidae","Cobitis"
"1563","Cobitis_puncticulata",0.033000659,"Cypriniformes","Cobitidae","Cobitis"
"1564","Cobitis_punctilineata",0.012978189,"Cypriniformes","Cobitidae","Cobitis"
"1565","Cobitis_sp.",0.01599925,"Cypriniformes","Cobitidae","Cobitis"
"1566","Cobitis_sp._B",0.01051048,"Cypriniformes","Cobitidae","Cobitis"
"1567","Cobitis_splendens",0.009200253,NA,NA,NA
"1568","Cobitis_striata",0.008500647,"Cypriniformes","Cobitidae","Cobitis"
"1569","Cobitis_taenia",0.014225359,"Cypriniformes","Cobitidae","Cobitis"
"1570","Cobitis_vardarensis",0.018848748,"Cypriniformes","Cobitidae","Cobitis"
"1571","Cobitis_vettonica",0.00372389,"Cypriniformes","Cobitidae","Cobitis"
"1572","Coccorella_atlantica",0.028814366,"Aulopiformes","Evermannellidae","Coccorella"
"1573","Cociella_crocodila",0.045016315,"Scorpaeniformes","Platycephalidae","Cociella"
"1574","Cociella_heemstrai",0.163162649,"Scorpaeniformes","Platycephalidae","Cociella"
"1575","Coelorinchus_anatirostris",0.011716905,"Gadiformes","Macrouridae","Coelorinchus"
"1576","Coelorinchus_caelorhincus",0.001005689,"Gadiformes","Macrouridae","Coelorinchus"
"1577","Coelorinchus_canus",0.01534446,"Gadiformes","Macrouridae","Coelorinchus"
"1578","Coelorinchus_denticulatus",0.003643308,"Gadiformes","Macrouridae","Coelorinchus"
"1579","Coelorinchus_flabellispinnis",0.009567312,"Gadiformes","Macrouridae","Coelorinchus"
"1580","Coelorinchus_formosanus",0.015881768,"Gadiformes","Macrouridae","Coelorinchus"
"1581","Coelorinchus_hubbsi",0.017279366,"Gadiformes","Macrouridae","Coelorinchus"
"1582","Coelorinchus_japonicus",0.015683985,"Gadiformes","Macrouridae","Coelorinchus"
"1583","Coelorinchus_kamoharai",0.00660584,NA,NA,NA
"1584","Coelorinchus_kishinouyei",0.017834703,"Gadiformes","Macrouridae","Coelorinchus"
"1585","Coelorinchus_longissimus",0.003142724,"Gadiformes","Macrouridae","Coelorinchus"
"1586","Coelorinchus_marinii",0.004842143,"Gadiformes","Macrouridae","Coelorinchus"
"1587","Coelorinchus_multispinulosus",0.012492235,"Gadiformes","Macrouridae","Coelorinchus"
"1588","Coelorinchus_sp.",0.007470814,"Gadiformes","Macrouridae","Coelorinchus"
"1589","Coelorinchus_trunovi",0.003506461,"Gadiformes","Macrouridae","Coelorinchus"
"1590","Coilia_dussumieri",0.018786097,"Clupeiformes","Engraulidae","Coilia"
"1591","Coilia_grayii",0.004516804,"Clupeiformes","Engraulidae","Coilia"
"1592","Coilia_nasus",0.002135533,"Clupeiformes","Engraulidae","Coilia"
"1593","Collichthys_lucidus",0.042337648,"Acanthuriformes","Sciaenidae","Collichthys"
"1594","Colomesus_asellus",0.01752265,"Tetraodontiformes","Tetraodontidae","Colomesus"
"1595","Colomesus_psittacus",0.025872674,"Tetraodontiformes","Tetraodontidae","Colomesus"
"1596","Colossoma_macropomum",0.012236946,"Characiformes","Serrasalmidae","Colossoma"
"1597","Compsura_heterura",0.01633628,NA,NA,NA
"1598","Conger_cinereus",0.109425246,"Anguilliformes","Congridae","Conger"
"1599","Conger_conger",0.05649156,"Anguilliformes","Congridae","Conger"
"1600","Conger_myriaster",0.102971109,"Anguilliformes","Congridae","Conger"
"1601","Conger_oceanicus",0.121698679,"Anguilliformes","Congridae","Conger"
"1602","Conger_orbignianus",0.109277237,"Anguilliformes","Congridae","Conger"
"1603","Conger_triporiceps",0.050610045,"Anguilliformes","Congridae","Conger"
"1604","Conger_verreauxi",0.033241841,"Anguilliformes","Congridae","Conger"
"1605","Conger_wilsoni",0.087473513,"Anguilliformes","Congridae","Conger"
"1606","Congiopodus_peruvianus",0.001266725,"Scorpaeniformes","Congiopodidae","Congiopodus"
"1607","Congiopodus_spinifer",0.000536414,NA,NA,NA
"1608","Congoglanis_alula",0.016240621,"Siluriformes","Amphiliidae","Congoglanis"
"1609","Congriscus_maldivensis",0.036148796,"Anguilliformes","Congridae","Congriscus"
"1610","Congriscus_megastomus",0.040223299,"Anguilliformes","Congridae","Congriscus"
"1611","Conodon_nobilis",0.022692107,"Perciformes","Haemulidae","Conodon"
"1612","Conodon_serrifer",0.017772539,"Perciformes","Haemulidae","Conodon"
"1613","Coradion_chrysozonus",0.011263117,"Perciformes","Chaetodontidae","Coradion"
"1614","Coralliozetus_cardonae",0.087338131,"Blenniiformes","Chaenopsidae","Coralliozetus"
"1615","Coralliozetus_rosenblatti",0.069877962,NA,NA,NA
"1616","Corcyrogobius_liechtensteini",0.100976176,NA,NA,NA
"1617","Coregonus_huntsmani",0.003496011,"Salmoniformes","Salmonidae","Coregonus"
"1618","Coregonus_ussuriensis",0.001589744,"Salmoniformes","Salmonidae","Coregonus"
"1619","Coreoleuciscus_splendidus",0.004624342,"Cypriniformes","Cyprinidae","Coreoleuciscus"
"1620","Coreoperca_herzi",0.014532843,"Perciformes","Percichthyidae","Coreoperca"
"1621","Corica_soborna",0.022718473,NA,NA,NA
"1622","Coris_atlantica",0.005293922,"Labriformes","Labridae","Coris"
"1623","Coris_auricularis",0.013987927,NA,NA,NA
"1624","Coris_aurilineata",0.021058391,NA,NA,NA
"1625","Coris_aygula",0.008684111,"Labriformes","Labridae","Coris"
"1626","Coris_batuensis",0.019645592,"Labriformes","Labridae","Coris"
"1627","Coris_caudimacula",0.015350642,"Labriformes","Labridae","Coris"
"1628","Coris_dorsomacula",0.004403145,"Labriformes","Labridae","Coris"
"1629","Coris_flavovittata",0.010383476,NA,NA,NA
"1630","Coris_formosa",0.033649786,"Labriformes","Labridae","Coris"
"1631","Coris_julis",0.013267335,"Labriformes","Labridae","Coris"
"1632","Coris_picta",0.010652006,NA,NA,NA
"1633","Coris_pictoides",0.040830048,"Labriformes","Labridae","Coris"
"1634","Corniger_spinosus",0.019423256,"Holocentriformes","Holocentridae","Corniger"
"1635","Corumbataia_britskii",0.000989271,NA,NA,NA
"1636","Corumbataia_cuestae",0.002424784,"Siluriformes","Loricariidae","Corumbataia"
"1637","Corvula_sanctaeluciae",0.054346876,"Acanthuriformes","Sciaenidae","Corvula"
"1638","Corydoras_aeneus",0.034130408,"Siluriformes","Callichthyidae","Corydoras"
"1639","Corydoras_difluviatilis",0.030869512,"Siluriformes","Callichthyidae","Corydoras"
"1640","Corydoras_flaveolus",0.009467618,"Siluriformes","Callichthyidae","Corydoras"
"1641","Corydoras_garbei",0.028440535,NA,NA,NA
"1642","Corydoras_nattereri",0.01291553,"Siluriformes","Callichthyidae","Corydoras"
"1643","Corydoras_oiapoquensis",0.031206245,NA,NA,NA
"1644","Corydoras_ourastigma",0.023726435,NA,NA,NA
"1645","Corydoras_paleatus",0.006810691,"Siluriformes","Callichthyidae","Corydoras"
"1646","Corydoras_rabauti",0.023844198,"Siluriformes","Callichthyidae","Corydoras"
"1647","Corydoras_sterbai",0.045772828,NA,NA,NA
"1648","Coryogalops_anomolus",0.046922406,"Gobiiformes","Gobiidae","Coryogalops"
"1649","Coryphaena_equiselis",0.007349909,"Carangiformes","Coryphaenidae","Coryphaena"
"1650","Coryphaena_hippurus",0.016982469,"Carangiformes","Coryphaenidae","Coryphaena"
"1651","Coryphaenoides_brevibarbis",0.014334662,"Gadiformes","Macrouridae","Coryphaenoides"
"1652","Coryphaenoides_cinereus",0.009231686,"Gadiformes","Macrouridae","Coryphaenoides"
"1653","Coryphaenoides_ferrieri",0.013679047,"Gadiformes","Macrouridae","Coryphaenoides"
"1654","Coryphaenoides_guentheri",0.015636848,"Gadiformes","Macrouridae","Coryphaenoides"
"1655","Coryphaenoides_leptolepis",0.007128104,"Gadiformes","Macrouridae","Coryphaenoides"
"1656","Coryphaenoides_mediterraneus",0.010755183,"Gadiformes","Macrouridae","Coryphaenoides"
"1657","Coryphaenoides_murrayi",0.011604136,"Gadiformes","Macrouridae","Coryphaenoides"
"1658","Coryphaenoides_nasutus",0.016764042,"Gadiformes","Macrouridae","Coryphaenoides"
"1659","Coryphaenoides_rupestris",0.026189948,"Gadiformes","Macrouridae","Coryphaenoides"
"1660","Coryphaenoides_yaquinae",0.009506251,"Gadiformes","Macrouridae","Coryphaenoides"
"1661","Coryphoblennius_galerita",0.055712724,NA,NA,NA
"1662","Coryphopterus_alloides",0.042291168,"Gobiiformes","Gobiidae","Coryphopterus"
"1663","Coryphopterus_curasub",0.050986811,"Gobiiformes","Gobiidae","Coryphopterus"
"1664","Coryphopterus_dicrus",0.116475486,"Gobiiformes","Gobiidae","Coryphopterus"
"1665","Coryphopterus_eidolon",0.054409867,"Gobiiformes","Gobiidae","Coryphopterus"
"1666","Coryphopterus_glaucofraenum",0.118221241,"Gobiiformes","Gobiidae","Coryphopterus"
"1667","Coryphopterus_hyalinus",0.02715333,"Gobiiformes","Gobiidae","Coryphopterus"
"1668","Coryphopterus_kuna",0.164407878,"Gobiiformes","Gobiidae","Coryphopterus"
"1669","Coryphopterus_lipernes",0.040347499,"Gobiiformes","Gobiidae","Coryphopterus"
"1670","Coryphopterus_personatus",0.02872505,"Gobiiformes","Gobiidae","Coryphopterus"
"1671","Coryphopterus_thrix",0.053698873,"Gobiiformes","Gobiidae","Coryphopterus"
"1672","Coryphopterus_tortugae",0.051795683,"Gobiiformes","Gobiidae","Coryphopterus"
"1673","Coryphopterus_urospilus",0.149574558,"Gobiiformes","Gobiidae","Coryphopterus"
"1674","Coryphopterus_venezuelae",0.064847592,"Gobiiformes","Gobiidae","Coryphopterus"
"1675","Corythoichthys_amplexus",0.091051065,"Syngnathiformes","Syngnathidae","Corythoichthys"
"1676","Corythoichthys_conspicillatus",0.053861394,"Syngnathiformes","Syngnathidae","Corythoichthys"
"1677","Corythoichthys_flavofasciatus",0.031573988,"Syngnathiformes","Syngnathidae","Corythoichthys"
"1678","Corythoichthys_intestinalis",0.120673586,"Syngnathiformes","Syngnathidae","Corythoichthys"
"1679","Corythoichthys_schultzi",0.092268131,"Syngnathiformes","Syngnathidae","Corythoichthys"
"1680","Corythoichthys_sp.",0.094658261,NA,NA,NA
"1681","Cosmocampus_albirostris",0.212096257,"Syngnathiformes","Syngnathidae","Cosmocampus"
"1682","Cosmocampus_balli",0.041394293,"Syngnathiformes","Syngnathidae","Cosmocampus"
"1683","Cosmocampus_banneri",0.082245052,"Syngnathiformes","Syngnathidae","Cosmocampus"
"1684","Cosmocampus_elucens",0.218769128,"Syngnathiformes","Syngnathidae","Cosmocampus"
"1685","Cosmochilus_harmandi",0.007924203,NA,NA,NA
"1686","Cottoperca_trigloides",0.024840676,"Perciformes","Bovichtidae","Cottoperca"
"1687","Cottunculus_microps",0.0139142,"Scorpaeniformes","Psychrolutidae","Cottunculus"
"1688","Cottunculus_subspinosus",0.056569259,"Scorpaeniformes","Psychrolutidae","Cottunculus"
"1689","Cottunculus_thomsonii",0.119321757,"Scorpaeniformes","Psychrolutidae","Cottunculus"
"1690","Cottus_aleuticus",0.012369537,"Scorpaeniformes","Cottidae","Cottus"
"1691","Cottus_bairdii",0.052757176,"Scorpaeniformes","Cottidae","Cottus"
"1692","Cottus_beldingii",0.009708307,"Scorpaeniformes","Cottidae","Cottus"
"1693","Cottus_carolinae",0.010396275,"Scorpaeniformes","Cottidae","Cottus"
"1694","Cottus_cognatus",0.01918756,"Scorpaeniformes","Cottidae","Cottus"
"1695","Cottus_confusus",0.007689298,"Scorpaeniformes","Cottidae","Cottus"
"1696","Cottus_girardi",0.043697448,"Scorpaeniformes","Cottidae","Cottus"
"1697","Cottus_hypselurus",0.060711842,"Scorpaeniformes","Cottidae","Cottus"
"1698","Cottus_klamathensis",0.00889656,"Scorpaeniformes","Cottidae","Cottus"
"1699","Cottus_perplexus",0.009777429,"Scorpaeniformes","Cottidae","Cottus"
"1700","Cottus_poecilopus",0.007109083,"Scorpaeniformes","Cottidae","Cottus"
"1701","Cottus_rhotheus",0.068615072,"Scorpaeniformes","Cottidae","Cottus"
"1702","Cottus_tenuis",0.004040885,"Scorpaeniformes","Cottidae","Cottus"
"1703","Cotylopus_acutipinnis",0.006534305,"Gobiiformes","Oxudercidae","Cotylopus"
"1704","Cotylopus_rubripinnis",0.008165876,"Gobiiformes","Oxudercidae","Cotylopus"
"1705","Couesius_plumbeus",0.005822853,"Cypriniformes","Cyprinidae","Couesius"
"1706","Cranoglanis_bouderius",0.004376214,"Siluriformes","Cranoglanididae","Cranoglanis"
"1707","Craterocephalus_amniculus",0.002725139,"Atheriniformes","Atherinidae","Craterocephalus"
"1708","Craterocephalus_fluviatilis",0.00436464,"Atheriniformes","Atherinidae","Craterocephalus"
"1709","Craterocephalus_honoriae",0.028629421,"Atheriniformes","Atherinidae","Craterocephalus"
"1710","Craterocephalus_marjoriae",0.005666586,"Atheriniformes","Atherinidae","Craterocephalus"
"1711","Craterocephalus_mugiloides",0.025193718,"Atheriniformes","Atherinidae","Craterocephalus"
"1712","Craterocephalus_sp.",0.002733225,NA,NA,NA
"1713","Craterocephalus_stercusmuscarum",0.005044745,"Atheriniformes","Atherinidae","Craterocephalus"
"1714","Creagrutus_meridionalis",0.009071267,NA,NA,NA
"1715","Creagrutus_paraguayensis",0.005340718,NA,NA,NA
"1716","Crenicichla_acutirostris",0.027177774,"Cichliformes","Cichlidae","Crenicichla"
"1717","Crenicichla_alta",0.0747602,NA,NA,NA
"1718","Crenicichla_britskii",0.046782413,"Cichliformes","Cichlidae","Crenicichla"
"1719","Crenicichla_cf._lepidota",0.031550152,"Cichliformes","Cichlidae","Crenicichla"
"1720","Crenicichla_hadrostigma",0.018336244,NA,NA,NA
"1721","Crenicichla_haroldoi",0.057841265,NA,NA,NA
"1722","Crenicichla_jegui",0.269052193,NA,NA,NA
"1723","Crenicichla_lacustris",0.100726525,NA,NA,NA
"1724","Crenicichla_lepidota",0.051363841,NA,NA,NA
"1725","Crenicichla_macrophthalma",0.02209102,NA,NA,NA
"1726","Crenicichla_menezesi",0.05899927,"Cichliformes","Cichlidae","Crenicichla"
"1727","Crenicichla_missioneira",0.120409735,"Cichliformes","Cichlidae","Crenicichla"
"1728","Crenicichla_percna",0.076443775,"Cichliformes","Cichlidae","Crenicichla"
"1729","Crenicichla_tigrina",0.042082467,"Cichliformes","Cichlidae","Crenicichla"
"1730","Crenicichla_vittata",0.03202815,"Cichliformes","Cichlidae","Crenicichla"
"1731","Crenidens_crenidens",0.037352229,NA,NA,NA
"1732","Crenimugil_crenilabis",0.006687772,"Mugiliformes","Mugilidae","Crenimugil"
"1733","Crenuchus_spilurus",0.010455042,"Characiformes","Crenuchidae","Crenuchus"
"1734","Cristiceps_aurantiacus",0.066723718,NA,NA,NA
"1735","Croilia_mossambica",0.153060882,NA,NA,NA
"1736","Cromeria_nilotica",0.009806405,"Gonorynchiformes","Kneriidae","Cromeria"
"1737","Cromileptes_altivelis",0.012467595,"Perciformes","Serranidae","Cromileptes"
"1738","Crossocheilus_langei",0.008688446,"Cypriniformes","Cyprinidae","Crossocheilus"
"1739","Crossocheilus_latius",0.010288901,"Cypriniformes","Cyprinidae","Crossocheilus"
"1740","Crossocheilus_nigriloba",0.025214216,"Cypriniformes","Cyprinidae","Crossocheilus"
"1741","Crossocheilus_reticulatus",0.006724119,"Cypriniformes","Cyprinidae","Crossocheilus"
"1742","Crossorhombus_azureus",0.042721173,"Pleuronectiformes","Bothidae","Crossorhombus"
"1743","Crossorhombus_kanekonis",0.230119394,"Pleuronectiformes","Bothidae","Crossorhombus"
"1744","Crossorhombus_valderostratus",0.049392762,"Pleuronectiformes","Bothidae","Crossorhombus"
"1745","Crossosalarias_macrospilus",0.034886277,"Blenniiformes","Blenniidae","Crossosalarias"
"1746","Cryodraco_antarcticus",0.006169384,"Perciformes","Channichthyidae","Cryodraco"
"1747","Cryptacanthodes_aleutensis",0.028241887,"Scorpaeniformes","Cryptacanthodidae","Cryptacanthodes"
"1748","Cryptacanthodes_giganteus",0.0128675,"Scorpaeniformes","Cryptacanthodidae","Cryptacanthodes"
"1749","Cryptacanthodes_maculatus",0.008626314,"Scorpaeniformes","Cryptacanthodidae","Cryptacanthodes"
"1750","Cryptocentrus_albidorsus",0.020120364,"Gobiiformes","Gobiidae","Cryptocentrus"
"1751","Cryptocentrus_cinctus",0.031116363,"Gobiiformes","Gobiidae","Cryptocentrus"
"1752","Cryptocentrus_cryptocentrus",0.073687384,"Gobiiformes","Gobiidae","Cryptocentrus"
"1753","Cryptocentrus_cyanotaenia",0.033587281,NA,NA,NA
"1754","Cryptocentrus_inexplicatus",0.018470389,"Gobiiformes","Gobiidae","Cryptocentrus"
"1755","Cryptocentrus_leptocephalus",0.013868361,"Gobiiformes","Gobiidae","Cryptocentrus"
"1756","Cryptocentrus_lutheri",0.022318293,"Gobiiformes","Gobiidae","Cryptocentrus"
"1757","Cryptocentrus_malindiensis",0.018756577,"Gobiiformes","Gobiidae","Cryptocentrus"
"1758","Cryptocentrus_nigrocellatus",0.014350772,"Gobiiformes","Gobiidae","Cryptocentrus"
"1759","Cryptocentrus_pavoninoides",0.029441113,"Gobiiformes","Gobiidae","Cryptocentrus"
"1760","Cryptopsaras_couesii",0.05115492,"Lophiiformes","Ceratiidae","Cryptopsaras"
"1761","Cryptotomus_roseus",0.019166207,"Labriformes","Scaridae","Cryptotomus"
"1762","Crystallaria_asprella",0.020234911,"Perciformes","Percidae","Crystallaria"
"1763","Crystallogobius_linearis",0.16129582,"Gobiiformes","Gobiidae","Crystallogobius"
"1764","Ctenochaetus_binotatus",0.007579825,"Acanthuriformes","Acanthuridae","Ctenochaetus"
"1765","Ctenochaetus_marginatus",0.006002281,"Acanthuriformes","Acanthuridae","Ctenochaetus"
"1766","Ctenochaetus_striatus",0.006395515,"Acanthuriformes","Acanthuridae","Ctenochaetus"
"1767","Ctenochaetus_tominiensis",0.005599869,"Acanthuriformes","Acanthuridae","Ctenochaetus"
"1768","Ctenochromis_horei",0.041984388,"Cichliformes","Cichlidae","Ctenochromis"
"1769","Ctenogobiops_aurocingulus",0.043112942,"Gobiiformes","Gobiidae","Ctenogobiops"
"1770","Ctenogobiops_crocineus",0.041453609,"Gobiiformes","Gobiidae","Ctenogobiops"
"1771","Ctenogobiops_feroculus",0.045253076,"Gobiiformes","Gobiidae","Ctenogobiops"
"1772","Ctenogobiops_formosa",0.062235885,"Gobiiformes","Gobiidae","Ctenogobiops"
"1773","Ctenogobiops_mitodes",0.044240851,"Gobiiformes","Gobiidae","Ctenogobiops"
"1774","Ctenogobiops_tangaroai",0.035265795,"Gobiiformes","Gobiidae","Ctenogobiops"
"1775","Ctenogobiops_tongaensis",0.031874236,NA,NA,NA
"1776","Ctenogobius_boleosoma",0.371028596,"Gobiiformes","Oxudercidae","Ctenogobius"
"1777","Ctenogobius_fasciatus",0.237795821,"Gobiiformes","Oxudercidae","Ctenogobius"
"1778","Ctenogobius_manglicola",0.100680765,"Gobiiformes","Oxudercidae","Ctenogobius"
"1779","Ctenogobius_saepepallens",0.189371135,"Gobiiformes","Oxudercidae","Ctenogobius"
"1780","Ctenogobius_sagittula",0.079802591,"Gobiiformes","Oxudercidae","Ctenogobius"
"1781","Ctenogobius_stigmaticus",0.028954068,"Gobiiformes","Oxudercidae","Ctenogobius"
"1782","Ctenogobius_stigmaturus",0.19754706,"Gobiiformes","Oxudercidae","Ctenogobius"
"1783","Ctenolabrus_rupestris",0.017084187,"Labriformes","Labridae","Ctenolabrus"
"1784","Ctenolucius_hujeta",0.010860716,"Characiformes","Ctenoluciidae","Ctenolucius"
"1785","Ctenopharyngodon_idella",0.005570722,"Cypriniformes","Cyprinidae","Ctenopharyngodon"
"1786","Ctenopoma_gabonense",0.016167148,"Anabantiformes","Anabantidae","Ctenopoma"
"1787","Ctenopoma_ocellatum",0.024120727,"Anabantiformes","Anabantidae","Ctenopoma"
"1788","Ctenops_nobilis",0.009221654,"Anabantiformes","Osphronemidae","Ctenops"
"1789","Ctenosciaena_gracilicirrhus",0.007464725,"Acanthuriformes","Sciaenidae","Ctenosciaena"
"1790","Cualac_tessellatus",0.013609186,"Cyprinodontiformes","Cyprinodontidae","Cualac"
"1791","Cubiceps_baxteri",0.027794721,"Scombriformes","Nomeidae","Cubiceps"
"1792","Cubiceps_caeruleus",0.017383963,"Scombriformes","Nomeidae","Cubiceps"
"1793","Cubiceps_gracilis",0.029649502,"Scombriformes","Nomeidae","Cubiceps"
