order_name,family_name,genus_name,species_name,median_lat,body_shape,longevity,max_length,min_depth,weight,salinity,age_at_maturity,streams,lakes,feeding_type,neritic,oceanic,mangroves,diet_troph,schooling,benthic,coral_reefs,estuaries,lat_range,temp_min,mouth_type,repro_mode,fertilization,rep_guild_1,rep_guild_2,parental_care
Scorpaeniformes,Hypoptychidae,Aulichthys,Aulichthys japonicus,NA,elongated,NA,NA,NA,NA,saltwater,NA,0,0,NA,0,1,0,3.05,0,0,0,0,NA,NA,NA,dioecism,external,nonguarders,brood hiders,NA
Cichliformes,Cichlidae,Aulonocranus,Aulonocranus dewindti,NA,fusiform / normal,NA,14,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,24,NA,dioecism,external,bearers,external brooders,maternal
Gobiiformes,Gobiidae,Aulopareia,Aulopareia unicolor,8.98,elongated,NA,8.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aulopiformes,Aulopidae,Aulopus,Aulopus filamentosus,NA,elongated,NA,NA,50,NA,saltwater,NA,0,0,NA,0,1,0,NA,0,0,0,0,38,NA,NA,dioecism,NA,nonguarders,NA,NA
Cypriniformes,Cyprinidae,Aulopyge,Aulopyge huegelii,43.447,elongated,NA,NA,NA,NA,freshwater,NA,0,0,grazing on aquatic plants,0,0,0,NA,0,0,0,0,4,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Scorpaeniformes,Aulorhynchidae,Aulorhynchus,Aulorhynchus flavidus,48.82,elongated,9,18,0,NA,saltwater,1,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,45,NA,NA,dioecism,external,guarders,nesters,NA
Syngnathiformes,Aulostomidae,Aulostomus,Aulostomus chinensis,17.928,elongated,NA,80,3,NA,saltwater,NA,0,0,hunting macrofauna (predator),1,1,0,NA,0,0,1,0,66,NA,terminal,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Syngnathiformes,Aulostomidae,Aulostomus,Aulostomus maculatus,17.535,elongated,NA,100,2,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,4.26,0,0,1,0,33,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Trachichthyiformes,Trachichthyidae,Aulotrachichthys,Aulotrachichthys prosthemius,24.582,fusiform / normal,NA,NA,90,NA,saltwater,NA,0,0,NA,0,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Perciformes,Leiognathidae,Aurigequula,Aurigequula fasciata,23.94,short and / or deep,NA,21,20,NA,NA,NA,0,0,variable,0,0,1,NA,0,0,0,1,66,26,terminal,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cichliformes,Cichlidae,Australoheros,Australoheros facetus,35.7792,short and / or deep,10,NA,NA,NA,freshwater,NA,1,1,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,NA,25,NA,dioecism,external,guarders,clutch tenders,biparental
Cichliformes,Cichlidae,Australoheros,Australoheros tembe,NA,NA,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,NA,NA,NA
Batrachoidiformes,Batrachoididae,Austrobatrachus,Austrobatrachus iselesele,30.283,elongated,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pleuronectiformes,Soleidae,Austroglossus,Austroglossus microlepis,23.3672,short and / or deep,NA,75,100,4000,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,18,NA,NA,dioecism,external,nonguarders,NA,none
Pleuronectiformes,Soleidae,Austroglossus,Austroglossus pectoralis,35.103,elongated,NA,60,10,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,11,NA,NA,dioecism,external,nonguarders,NA,none
Cyprinodontiformes,Rivulidae,Austrolebias,Austrolebias elongatus,37.8428,NA,NA,22,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Zoarcidae,Austrolycus,Austrolycus laticinctus,48.48,eel-like,NA,82.4,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA
Scombriformes,Scombridae,Auxis,Auxis rochei,23.55,fusiform / normal,NA,NA,10,NA,NA,NA,0,0,hunting macrofauna (predator),1,1,0,NA,0,0,0,0,NA,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Scombriformes,Scombridae,Auxis,Auxis thazard,18.5215,fusiform / normal,5,NA,50,1720,saltwater,2.5,0,0,hunting macrofauna (predator),1,1,0,4.37,0,0,0,0,NA,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Anguilliformes,Nemichthyidae,Avocettina,Avocettina infans,48.725,eel-like,NA,80,785,NA,saltwater,NA,0,0,NA,0,1,0,NA,0,0,0,0,75,NA,NA,dioecism,external,nonguarders,NA,NA
Gobiiformes,Oxudercidae,Awaous,Awaous aeneofuscus,30.094,fusiform / normal,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gobiiformes,Oxudercidae,Awaous,Awaous banana,16.7585,fusiform / normal,NA,NA,NA,NA,NA,NA,1,0,browsing on substrate,0,0,0,NA,0,0,0,0,NA,23,NA,NA,NA,NA,NA,NA
Gobiiformes,Oxudercidae,Awaous,Awaous grammepomus,6.958,elongated,NA,NA,NA,NA,NA,NA,1,0,variable,0,0,0,NA,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA
Gobiiformes,Oxudercidae,Awaous,Awaous guamensis,NA,elongated,NA,NA,1,NA,NA,NA,1,0,grazing on aquatic plants,0,0,0,2.21,0,0,0,1,55,NA,NA,dioecism,external,guarders,nesters,paternal
Gobiiformes,Oxudercidae,Awaous,Awaous sp. VK-2016,22.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gobiiformes,Oxudercidae,Awaous,Awaous tajasica,23.442,elongated,NA,NA,NA,NA,NA,NA,1,0,grazing on aquatic plants,0,0,0,NA,0,0,0,0,36,22,NA,NA,NA,NA,NA,NA
Blenniiformes,Tripterygiidae,Axoclinus,Axoclinus nigricaudus,25.54,elongated,NA,4.5,0,NA,saltwater,NA,0,0,variable,0,0,0,NA,0,0,0,0,NA,NA,NA,dioecism,external,guarders,nesters,paternal
Blenniiformes,Tripterygiidae,Axoclinus,Axoclinus storeyae,22.9,NA,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,guarders,nesters,paternal
Ovalentaria,Pomacentridae,Azurina,Azurina hirundo,23.1585,fusiform / normal,NA,NA,5,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,NA,terminal,dioecism,external,guarders,nesters,paternal
Scorpaeniformes,Stichaeidae,Azygopterus,Azygopterus corallinus,47.435,NA,NA,NA,60,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gobiiformes,Gobiidae,Babka,Babka gymnotrachelus,49.012,fusiform / normal,5,16.2,NA,NA,NA,NA,1,0,hunting macrofauna (predator),0,0,0,3.27,0,0,0,1,9,4,NA,dioecism,external,guarders,clutch tenders,NA
Anabantiformes,Badidae,Badis,Badis assamensis,NA,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anabantiformes,Badidae,Badis,Badis badis,25.76,elongated,NA,5.23,NA,2.58,freshwater,NA,1,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,NA,14,NA,dioecism,external,guarders,nesters,NA
Anabantiformes,Badidae,Badis,Badis chittagongis,21.43,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siluriformes,Sisoridae,Bagarius,Bagarius bagarius,24.57,elongated,NA,200,NA,NA,NA,NA,1,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,NA,18,NA,NA,NA,NA,NA,NA
Siluriformes,Ariidae,Bagre,Bagre bagre,24.4605,elongated,NA,55,NA,NA,NA,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,1,33,NA,NA,NA,NA,NA,NA,NA
Siluriformes,Ariidae,Bagre,Bagre marinus,19.381,elongated,NA,69,0,4360,NA,NA,0,0,hunting macrofauna (predator),0,1,1,3.51,0,0,0,1,77,NA,NA,dioecism,external,bearers,external brooders,paternal
Siluriformes,Bagridae,Bagrus,Bagrus bajad,6.337,fusiform / normal,8,NA,NA,12500,freshwater,NA,1,1,hunting macrofauna (predator),0,0,1,4.02,0,0,0,0,NA,22,NA,dioecism,NA,guarders,nesters,NA
Siluriformes,Bagridae,Bagrus,Bagrus filamentosus,6.337,elongated,NA,69,NA,2050,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,23,NA,NA,NA,NA,NA,NA
Siluriformes,Bagridae,Bagrus,Bagrus ubangensis,NA,elongated,NA,31.5,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,13,NA,NA,NA,NA,NA,NA,NA
Acanthuriformes,Sciaenidae,Bahaba,Bahaba taipingensis,NA,fusiform / normal,NA,200,NA,1.00E+05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,nonguarders,NA,NA
Acanthuriformes,Sciaenidae,Bairdiella,Bairdiella chrysoura,27.303,fusiform / normal,NA,30,NA,NA,NA,0.6,0,0,variable,0,1,1,3.2,0,0,0,1,20,NA,NA,NA,NA,NA,NA,NA
Acanthuriformes,Sciaenidae,Bairdiella,Bairdiella ronchus,23.863,fusiform / normal,NA,35,16,NA,NA,NA,0,0,variable,1,1,1,3.53,0,0,0,1,52,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Alepocephaliformes,Alepocephalidae,Bajacalifornia,Bajacalifornia burragei,34.698,elongated,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,104,NA,NA,dioecism,external,nonguarders,NA,NA
Cypriniformes,Cyprinidae,Balantiocheilos,Balantiocheilos melanopterus,NA,elongated,NA,NA,NA,NA,freshwater,NA,1,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,26,22,NA,dioecism,external,nonguarders,NA,NA
Perciformes,Serranidae,Baldwinella,Baldwinella aureorubens,29.495,fusiform / normal,NA,30,120,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tetraodontiformes,Balistidae,Balistapus,Balistapus undulatus,13.5,short and / or deep,NA,30,2,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,1,0,64,NA,NA,dioecism,external,guarders,nesters,NA
Tetraodontiformes,Balistidae,Balistes,Balistes capriscus,19.358,short and / or deep,NA,60,0,6150,saltwater,1,0,0,hunting macrofauna (predator),0,1,0,4.06,0,0,1,0,95,NA,NA,dioecism,external,guarders,NA,NA
Tetraodontiformes,Balistidae,Balistes,Balistes polylepis,10.8633,short and / or deep,NA,76,10,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,1,0,51,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Tetraodontiformes,Balistidae,Balistes,Balistes punctatus,NA,short and / or deep,NA,60,0,27584,saltwater,NA,0,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,49,NA,NA,NA,NA,NA,NA,NA
Tetraodontiformes,Balistidae,Balistes,Balistes vetula,18.675,short and / or deep,NA,60,2,5440,saltwater,NA,0,0,hunting macrofauna (predator),1,1,0,3.82,0,0,1,1,78,28,NA,dioecism,external,guarders,nesters,NA
Tetraodontiformes,Balistidae,Balistoides,Balistoides conspicillum,14.246,short and / or deep,NA,50,1,NA,NA,NA,0,0,hunting macrofauna (predator),0,0,0,NA,0,0,1,0,75,NA,NA,dioecism,external,guarders,nesters,NA
Tetraodontiformes,Balistidae,Balistoides,Balistoides viridescens,14.669,short and / or deep,NA,75,1,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,1,0,61,NA,NA,dioecism,external,guarders,nesters,NA
Cypriniformes,Balitoridae,Balitora,Balitora laticauda,16.14,eel-like,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Ballerus,Ballerus ballerus,53.0484,fusiform / normal,NA,NA,NA,940,NA,3.74,1,1,selective plankton feeding,0,0,0,NA,0,0,0,0,20,5,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Ballerus,Ballerus sapa,48.647,fusiform / normal,NA,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,10,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Bangana,Bangana ariza,16.553,fusiform / normal,NA,NA,NA,1360,freshwater,NA,1,1,variable,0,0,1,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Perciformes,Banjosidae,Banjos,Banjos banjos,24.25,short and / or deep,NA,NA,50,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Alepocephaliformes,Platytroctidae,Barbantus,Barbantus curvifrons,39.76,elongated,NA,NA,0,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Nemacheilidae,Barbatula,Barbatula barbatula,50.087,fusiform / normal,7,21,NA,200,freshwater,NA,0,0,hunting macrofauna (predator),0,0,0,3.28,0,0,0,0,28,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Nemacheilidae,Barbatula,Barbatula nuda,NA,elongated,NA,22,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Nemacheilidae,Barbatula,Barbatula quignardi,45.016,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Nemacheilidae,Barbatula,Barbatula sturanyi,41.254,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Nemacheilidae,Barbatula,Barbatula toni,NA,elongated,NA,16,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbichthys,Barbichthys laevis,NA,fusiform / normal,NA,NA,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,NA,23,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbodes,Barbodes binotatus,7.27098,fusiform / normal,NA,NA,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,NA,24,terminal,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Barbodes,Barbodes carnaticus,NA,fusiform / normal,5,60,NA,12000,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barboides,Barboides gracilis,NA,fusiform / normal,NA,NA,NA,NA,freshwater,NA,1,0,grazing on aquatic plants,0,0,0,NA,0,0,0,0,NA,24,sub-terminal/inferior,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbonymus,Barbonymus altus,13.576,fusiform / normal,NA,25,NA,NA,freshwater,NA,1,0,grazing on aquatic plants,0,0,0,NA,0,0,0,0,NA,22,NA,NA,NA,NA,NA,NA
Beryciformes,Barbourisiidae,Barbourisia,Barbourisia rufa,22.733,fusiform / normal,NA,39,120,NA,saltwater,NA,0,0,variable,0,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Gobiiformes,Gobiidae,Barbulifer,Barbulifer ceuthoecus,16.8256,fusiform / normal,NA,3,0,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus balcanicus,42.013,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus barbus,49.922,fusiform / normal,15,120,10,12000,freshwater,NA,1,0,variable,0,0,0,NA,0,0,0,0,15,10,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Barbus,Barbus caninus,44.645,elongated,5,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Barbus,Barbus cyclolepis,41.346,elongated,6,30,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Barbus,Barbus haasi,42.124,fusiform / normal,NA,30,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,8,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Barbus,Barbus lacerta,33.451,fusiform / normal,NA,37.5,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus macedonicus,40.334,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus meridionalis,43.2125,fusiform / normal,NA,NA,NA,200,freshwater,NA,1,0,hunting macrofauna (predator),0,0,0,NA,0,0,0,0,17,5,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Barbus,Barbus pergamonensis,39.18,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus prespensis,40.036,elongated,NA,NA,NA,NA,freshwater,NA,0,1,grazing on aquatic plants,0,0,0,NA,0,0,0,0,6,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Cypriniformes,Cyprinidae,Barbus,Barbus rebeli,41.692,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus sp.,41.982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus sperchiensis,39.346,NA,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus strumicae,41.058,NA,7,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barbus,Barbus tyberinus,43.529,elongated,9,60,NA,4000,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,NA,NA,NA
Batrachoidiformes,Batrachoididae,Barchatus,Barchatus cirrhosus,NA,elongated,NA,35,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barilius,Barilius bendelisis,24.29,fusiform / normal,NA,22.7,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,NA,22,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barilius,Barilius canarensis,NA,fusiform / normal,NA,15,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barilius,Barilius gatensis,10.16,fusiform / normal,NA,15,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,NA,16,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barilius,Barilius malabaricus,12.532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cypriniformes,Cyprinidae,Barilius,Barilius vagra,30.13,elongated,NA,12.83,NA,NA,freshwater,NA,1,0,NA,0,0,0,NA,0,0,0,0,NA,22,NA,NA,NA,NA,NA,NA
Atheriniformes,Atherinopsidae,Basilichthys,Basilichthys semotilus,NA,NA,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilliformes,Congridae,Bassanago,Bassanago albescens,44.07,eel-like,NA,100,270,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,3.89,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Anguilliformes,Congridae,Bassanago,Bassanago hirsutus,37.507,eel-like,NA,100,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophidiiformes,Ophidiidae,Bassozetus,Bassozetus sp.,41.6892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ophidiiformes,Ophidiidae,Bassozetus,Bassozetus zenkevitchi,50.594,NA,NA,NA,0,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,dioecism,external,nonguarders,open water/substratum egg scatterers,none
Siluriformes,Bagridae,Batasio,Batasio affinis,24.14,elongated,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Siluriformes,Bagridae,Batasio,Batasio convexirostrum,NA,NA,NA,NA,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stomiiformes,Stomiidae,Bathophilus,Bathophilus flemingi,36.1015,elongated,NA,16,225,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,38,NA,NA,dioecism,external,nonguarders,NA,NA
Stomiiformes,Stomiidae,Bathophilus,Bathophilus longipinnis,41.469,elongated,NA,NA,20,NA,saltwater,NA,0,0,hunting macrofauna (predator),0,1,0,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA
Characiformes,Alestidae,Bathyaethiops,Bathyaethiops breuseghemi,NA,fusiform / normal,NA,7,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22,NA,NA,NA,NA,NA,NA
Characiformes,Alestidae,Bathyaethiops,Bathyaethiops caudomaculatus,NA,fusiform / normal,NA,8,NA,NA,freshwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Agonidae,Bathyagonus,Bathyagonus alascanus,56.0915,elongated,NA,13,18,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Agonidae,Bathyagonus,Bathyagonus infraspinatus,NA,elongated,NA,12,18,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21,NA,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Agonidae,Bathyagonus,Bathyagonus nigripinnis,48.9,elongated,9,24.2,18,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,28,0.5,NA,NA,NA,NA,NA,NA
Scorpaeniformes,Agonidae,Bathyagonus,Bathyagonus pentacanthus,48.72,elongated,NA,23,110,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,NA,NA,NA,NA,NA,NA,NA
Perciformes,Serranidae,Bathyanthias,Bathyanthias mexicanus,28.905,fusiform / normal,NA,15,70,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,dioecism,external,nonguarders,NA,NA
Perciformes,Bathyclupeidae,Bathyclupea,Bathyclupea hoskynii,NA,NA,NA,NA,340,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilliformes,Congridae,Bathycongrus,Bathycongrus macrurus,0.8,eel-like,NA,25,265,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26,NA,NA,NA,NA,NA,NA,NA
Anguilliformes,Congridae,Bathycongrus,Bathycongrus varidens,0.8,eel-like,NA,100,165,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anguilliformes,Congridae,Bathycongrus,Bathycongrus wallacei,22.0808,eel-like,NA,55,250,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gadiformes,Macrouridae,Bathygadus,Bathygadus favosus,42.93,elongated,NA,46.5,770,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,terminal,NA,NA,NA,NA,NA
Gobiiformes,Gobiidae,Bathygobius,Bathygobius andrei,8.97,elongated,NA,15.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gobiiformes,Gobiidae,Bathygobius,Bathygobius antilliensis,19.311,elongated,NA,NA,NA,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gobiiformes,Gobiidae,Bathygobius,Bathygobius coalitus,13.4905,elongated,NA,NA,0,NA,saltwater,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gobiiformes,Gobiidae,Bathygobius,Bathygobius cocosensis,21.4614,elongated,NA,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,60,NA,NA,NA,NA,NA,NA,NA
